X1 (Obs State 1);X2 (Obs State 2);Ref;U (action control);V1 (Real State 1);V2 (Real State 2)
Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];
0.49;-0.00;0.50;0.00;0.48;0.00;
0.48;0.00;0.50;0.02;0.46;0.01;
0.46;-0.01;0.50;0.02;0.45;-0.00;
0.47;-0.02;0.50;0.01;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.47;-0.00;
0.49;-0.01;0.50;-0.00;0.48;0.01;
0.48;-0.00;0.50;0.01;0.47;0.02;
0.47;-0.00;0.50;0.01;0.46;0.01;
0.47;-0.01;0.50;0.01;0.46;-0.00;
0.47;-0.01;0.50;0.01;0.46;-0.00;
0.47;-0.01;0.50;0.01;0.45;0.00;
0.46;-0.00;0.50;0.02;0.43;0.01;
0.44;-0.01;0.50;0.02;0.42;-0.00;
0.45;-0.03;0.50;0.01;0.43;-0.01;
0.47;-0.03;0.50;-0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.49;-0.01;
0.51;-0.01;0.50;-0.01;0.51;-0.00;
0.51;0.00;0.50;-0.01;0.51;0.02;
0.51;0.01;0.50;0.00;0.49;0.02;
0.48;0.01;0.50;0.02;0.47;0.02;
0.46;-0.00;0.50;0.02;0.45;-0.00;
0.46;-0.02;0.50;0.01;0.44;-0.02;
0.46;-0.02;0.50;0.01;0.46;-0.03;
0.48;-0.02;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.49;-0.00;
0.50;0.00;0.50;0.00;0.50;0.01;
0.50;0.00;0.50;0.00;0.49;0.02;
0.49;-0.00;0.50;0.00;0.49;0.02;
0.49;-0.00;0.50;0.00;0.47;0.02;
0.47;0.01;0.50;0.02;0.44;0.02;
0.44;-0.01;0.50;0.03;0.42;0.00;
0.44;-0.03;0.50;0.01;0.42;-0.02;
0.45;-0.03;0.50;0.01;0.43;-0.03;
0.47;-0.03;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.47;-0.00;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.48;-0.01;0.50;0.01;0.47;0.02;
0.48;-0.01;0.50;-0.00;0.46;0.02;
0.47;-0.00;0.50;0.02;0.44;0.02;
0.44;-0.00;0.50;0.03;0.43;0.00;
0.45;-0.03;0.50;0.01;0.43;-0.02;
0.47;-0.03;0.50;0.00;0.45;-0.02;
0.47;-0.02;0.50;0.00;0.45;-0.01;
0.46;-0.01;0.50;0.02;0.44;0.00;
0.46;-0.02;0.50;0.01;0.44;-0.01;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.49;-0.01;
0.51;-0.01;0.50;-0.01;0.49;0.02;
0.49;0.01;0.50;0.01;0.47;0.02;
0.46;0.01;0.50;0.03;0.46;0.00;
0.47;-0.02;0.50;-0.00;0.47;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.02;
0.49;0.00;0.50;0.01;0.48;-0.01;
0.48;-0.00;0.50;0.01;0.48;0.00;
0.48;-0.01;0.50;0.00;0.47;0.02;
0.47;-0.00;0.50;0.01;0.45;0.03;
0.45;-0.00;0.50;0.03;0.44;0.02;
0.45;-0.02;0.50;0.01;0.44;-0.00;
0.47;-0.03;0.50;0.00;0.45;0.00;
0.47;-0.01;0.50;0.01;0.45;0.00;
0.47;-0.01;0.50;0.01;0.44;0.00;
0.45;-0.01;0.50;0.02;0.44;-0.02;
0.46;-0.02;0.50;0.00;0.46;-0.03;
0.49;-0.03;0.50;-0.02;0.48;-0.02;
0.50;-0.00;0.50;-0.00;0.48;0.01;
0.48;0.01;0.50;0.02;0.47;0.03;
0.46;-0.01;0.50;0.02;0.45;0.02;
0.47;-0.02;0.50;0.01;0.46;-0.00;
0.48;-0.02;0.50;-0.00;0.47;-0.00;
0.48;-0.01;0.50;0.00;0.47;0.00;
0.47;-0.00;0.50;0.01;0.46;0.00;
0.47;-0.01;0.50;0.01;0.46;-0.05;
0.48;-0.02;0.50;-0.00;0.48;-0.03;
0.50;-0.02;0.50;-0.01;0.50;-0.01;
0.51;-0.00;0.50;-0.01;0.51;-0.01;
0.51;0.00;0.50;-0.00;0.52;0.01;
0.52;0.00;0.50;-0.01;0.52;0.01;
0.51;0.01;0.50;0.00;0.51;0.01;
0.50;0.00;0.50;0.00;0.50;0.01;
0.49;0.00;0.50;0.01;0.47;0.02;
0.47;0.01;0.50;0.02;0.44;0.02;
0.44;-0.01;0.50;0.03;0.42;0.01;
0.44;-0.02;0.50;0.02;0.41;-0.01;
0.44;-0.03;0.50;0.01;0.42;-0.02;
0.45;-0.03;0.50;0.00;0.45;-0.03;
0.49;-0.03;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.49;0.01;
0.49;0.01;0.50;0.01;0.48;0.01;
0.47;0.01;0.50;0.02;0.47;0.02;
0.47;-0.01;0.50;0.01;0.46;-0.00;
0.47;-0.01;0.50;0.01;0.47;-0.02;
0.49;-0.02;0.50;-0.00;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.49;-0.01;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.00;0.50;0.01;0.47;0.02;
0.47;-0.00;0.50;0.01;0.46;0.03;
0.46;-0.01;0.50;0.02;0.45;0.01;
0.46;-0.02;0.50;0.01;0.45;-0.00;
0.48;-0.02;0.50;-0.00;0.46;-0.00;
0.48;-0.01;0.50;0.00;0.47;-0.00;
0.48;-0.00;0.50;0.01;0.46;-0.00;
0.46;-0.00;0.50;0.02;0.46;-0.02;
0.48;-0.02;0.50;-0.01;0.48;-0.03;
0.51;-0.02;0.50;-0.02;0.50;-0.02;
0.51;0.01;0.50;-0.00;0.51;0.01;
0.50;0.01;0.50;0.01;0.49;0.03;
0.48;0.00;0.50;0.01;0.47;0.04;
0.46;-0.00;0.50;0.02;0.45;0.02;
0.45;-0.01;0.50;0.02;0.44;-0.00;
0.46;-0.02;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.00;0.50;-0.02;
0.50;-0.00;0.50;-0.00;0.50;-0.01;
0.50;0.00;0.50;0.00;0.50;0.01;
0.50;0.00;0.50;0.00;0.49;0.02;
0.49;0.00;0.50;0.01;0.48;0.03;
0.47;0.00;0.50;0.01;0.45;0.03;
0.45;-0.00;0.50;0.02;0.43;0.01;
0.44;-0.02;0.50;0.02;0.43;-0.01;
0.46;-0.03;0.50;-0.00;0.45;-0.03;
0.48;-0.02;0.50;-0.00;0.47;-0.03;
0.49;-0.01;0.50;0.00;0.49;-0.02;
0.50;-0.01;0.50;-0.01;0.49;-0.01;
0.50;0.00;0.50;0.00;0.49;0.01;
0.49;0.00;0.50;0.01;0.48;0.02;
0.48;-0.00;0.50;0.01;0.47;0.03;
0.47;-0.00;0.50;0.01;0.44;0.03;
0.45;-0.00;0.50;0.03;0.42;0.01;
0.44;-0.02;0.50;0.02;0.42;-0.01;
0.46;-0.04;0.50;-0.00;0.44;-0.03;
0.48;-0.03;0.50;-0.01;0.46;-0.03;
0.48;-0.01;0.50;0.00;0.48;-0.02;
0.49;-0.01;0.50;0.00;0.49;-0.01;
0.50;-0.01;0.50;-0.01;0.49;0.01;
0.49;0.00;0.50;0.01;0.48;0.02;
0.47;0.00;0.50;0.02;0.46;0.03;
0.47;-0.01;0.50;0.01;0.45;0.01;
0.47;-0.02;0.50;0.01;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;0.00;0.48;-0.01;
0.48;-0.00;0.50;0.01;0.48;-0.01;
0.48;-0.01;0.50;0.00;0.47;0.00;
0.47;-0.00;0.50;0.01;0.45;0.01;
0.46;-0.00;0.50;0.02;0.44;0.00;
0.45;-0.02;0.50;0.02;0.44;-0.01;
0.47;-0.03;0.50;-0.00;0.47;-0.02;
0.50;-0.02;0.50;-0.01;0.50;-0.01;
0.51;-0.00;0.50;-0.01;0.50;0.01;
0.50;0.01;0.50;0.01;0.49;0.01;
0.48;0.00;0.50;0.01;0.49;-0.01;
0.49;-0.01;0.50;-0.01;0.50;-0.03;
0.51;-0.01;0.50;-0.01;0.51;-0.02;
0.51;0.00;0.50;-0.01;0.51;0.02;
0.49;0.01;0.50;0.01;0.48;0.03;
0.47;0.01;0.50;0.02;0.46;0.02;
0.47;-0.02;-1.50;-1.07;0.46;0.01;
-0.28;1.26;-1.50;0.16;-0.20;1.17;
-1.56;1.02;-1.50;0.69;-1.48;1.02;
-2.17;0.15;-1.50;0.46;-2.25;0.29;
-2.12;-0.35;-1.50;0.10;-2.28;-0.20;
-1.85;-0.38;-1.50;-0.06;-1.98;-0.31;
-1.62;-0.23;-1.50;-0.08;-1.65;-0.24;
-1.45;-0.11;-1.50;-0.10;-1.41;-0.15;
-1.34;-0.02;-1.50;-0.10;-1.30;-0.05;
-1.34;0.08;-1.50;-0.04;-1.31;0.07;
-1.42;0.11;-1.50;0.03;-1.42;0.11;
-1.53;0.07;-1.50;0.06;-1.54;0.07;
-1.59;0.01;-1.50;0.05;-1.61;0.02;
-1.58;-0.04;-1.50;0.02;-1.61;-0.04;
-1.55;-0.05;-1.50;-0.01;-1.56;-0.05;
-1.51;-0.03;-1.50;-0.02;-1.51;-0.04;
-1.48;-0.01;-1.50;-0.02;-1.48;-0.01;
-1.47;0.00;-1.50;-0.01;-1.48;0.02;
-1.50;0.02;-1.50;0.02;-1.51;0.05;
-1.53;0.01;-1.50;0.03;-1.56;0.04;
-1.56;-0.01;-1.50;0.03;-1.58;0.03;
-1.56;-0.03;-1.50;0.01;-1.59;0.01;
-1.56;-0.03;-1.50;0.01;-1.58;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.03;
-1.52;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.49;-0.02;-1.50;-0.01;-1.49;-0.02;
-1.48;0.00;-1.50;-0.01;-1.49;0.00;
-1.50;0.02;-1.50;0.01;-1.50;0.01;
-1.51;0.00;-1.50;0.01;-1.51;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.52;-0.00;
-1.51;-0.00;-1.50;0.00;-1.53;0.00;
-1.53;0.00;-1.50;0.02;-1.55;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;0.00;
-1.55;-0.02;-1.50;0.01;-1.56;-0.01;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.01;
-1.49;-0.00;-1.50;-0.01;-1.49;0.01;
-1.49;0.00;-1.50;-0.00;-1.49;0.01;
-1.49;0.01;-1.50;0.00;-1.49;0.01;
-1.49;0.00;-1.50;-0.00;-1.50;0.01;
-1.51;0.01;-1.50;0.01;-1.52;0.02;
-1.53;0.00;-1.50;0.02;-1.53;-0.00;
-1.52;-0.02;-1.50;0.00;-1.53;-0.02;
-1.51;-0.01;-1.50;-0.00;-1.52;-0.02;
-1.51;-0.01;-1.50;0.00;-1.52;-0.01;
-1.52;-0.00;-1.50;0.01;-1.53;0.00;
-1.53;-0.00;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;-0.00;
-1.54;-0.01;-1.50;0.01;-1.56;0.01;
-1.54;-0.02;-1.50;0.01;-1.56;-0.01;
-1.54;-0.02;-1.50;0.01;-1.54;-0.02;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.51;0.02;
-1.51;0.01;-1.50;0.01;-1.53;0.03;
-1.53;0.00;-1.50;0.02;-1.54;0.01;
-1.53;-0.02;-1.50;0.01;-1.54;-0.01;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.00;
-1.50;-0.01;-1.50;-0.00;-1.52;0.00;
-1.52;0.01;-1.50;0.02;-1.52;0.00;
-1.52;-0.01;-1.50;0.00;-1.53;-0.01;
-1.51;-0.01;-1.50;0.00;-1.52;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.52;-0.01;
-1.51;0.00;-1.50;0.01;-1.53;0.00;
-1.53;0.00;-1.50;0.02;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.56;-0.00;
-1.54;-0.02;-1.50;0.01;-1.55;-0.02;
-1.53;-0.02;-1.50;-0.00;-1.54;-0.01;
-1.52;-0.01;-1.50;0.00;-1.54;0.00;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.02;
-1.54;-0.01;-1.50;0.01;-1.57;0.03;
-1.56;-0.01;-1.50;0.03;-1.58;0.02;
-1.56;-0.03;-1.50;0.02;-1.58;-0.00;
-1.54;-0.04;-1.50;-0.00;-1.55;-0.02;
-1.51;-0.03;-1.50;-0.01;-1.53;-0.02;
-1.51;-0.00;-1.50;0.01;-1.51;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.01;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.50;0.01;-1.50;0.01;-1.51;0.02;
-1.53;0.01;-1.50;0.02;-1.55;0.02;
-1.55;-0.00;-1.50;0.03;-1.58;0.01;
-1.56;-0.02;-1.50;0.02;-1.59;-0.00;
-1.56;-0.03;-1.50;0.02;-1.59;-0.02;
-1.55;-0.03;-1.50;0.01;-1.57;-0.03;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;-0.00;
-1.50;-0.00;-1.50;-0.00;-1.50;0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;0.02;
-1.51;0.01;-1.50;0.01;-1.52;0.02;
-1.52;0.00;-1.50;0.02;-1.53;0.02;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.57;0.01;
-1.56;-0.01;-1.50;0.02;-1.58;-0.00;
-1.55;-0.03;-1.50;0.01;-1.57;-0.02;
-1.54;-0.03;-1.50;0.00;-1.55;-0.04;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.04;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.03;
-1.49;0.00;-1.50;-0.00;-1.49;0.00;
-1.50;0.01;-1.50;0.00;-1.51;0.02;
-1.52;0.01;-1.50;0.02;-1.54;0.03;
-1.54;-0.00;-1.50;0.02;-1.56;0.01;
-1.54;-0.02;-1.50;0.01;-1.57;0.00;
-1.54;-0.02;-1.50;0.01;-1.55;-0.01;
-1.52;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.49;-0.03;-1.50;-0.02;-1.48;-0.02;
-1.46;-0.00;-1.50;-0.02;-1.46;0.01;
-1.48;0.02;-1.50;0.00;-1.48;0.03;
-1.50;0.02;-1.50;0.02;-1.51;0.03;
-1.53;0.01;-1.50;0.02;-1.55;0.02;
-1.55;-0.01;-1.50;0.02;-1.56;-0.00;
-1.54;-0.03;-1.50;0.00;-1.55;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.54;-0.02;
-1.52;-0.01;-1.50;0.01;-1.54;-0.01;
-1.53;-0.01;-1.50;0.01;-1.55;-0.00;
-1.53;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.54;-0.00;
-1.52;-0.02;-1.50;-0.00;-1.55;0.01;
-1.53;-0.00;-1.50;0.02;-1.56;0.02;
-1.55;-0.01;-1.50;0.02;-1.56;0.00;
-1.54;-0.03;-1.50;0.00;-1.56;-0.01;
-1.53;-0.02;-1.50;-0.00;-1.54;0.00;
-1.51;-0.02;-1.50;-0.00;-1.52;0.00;
-1.51;-0.01;-1.50;-0.00;-1.52;0.01;
-1.52;0.00;-1.50;0.01;-1.53;0.01;
-1.52;-0.01;-1.50;0.01;-1.53;-0.01;
-1.51;-0.02;-1.50;-0.00;-1.52;-0.00;
-1.51;-0.01;-1.50;-0.00;-1.53;0.00;
-1.52;0.00;-1.50;0.02;-1.54;0.00;
-1.53;-0.01;-1.50;0.01;-1.54;-0.02;
-1.53;-0.02;-1.50;0.00;-1.53;-0.03;
-1.50;-0.02;-1.50;-0.01;-1.51;-0.02;
-1.50;-0.00;-1.50;-0.00;-1.52;0.01;
-1.52;0.01;-1.50;0.02;-1.54;0.02;
-1.54;-0.00;-1.50;0.02;-1.56;0.01;
-1.54;-0.02;-1.50;0.01;-1.56;-0.00;
-1.53;-0.02;-1.50;0.00;-1.54;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.51;0.00;
-1.50;0.00;-1.50;0.00;-1.51;0.03;
-1.51;0.00;-1.50;0.01;-1.53;0.03;
-1.54;0.01;-1.50;0.02;-1.57;0.03;
-1.57;-0.00;-1.50;0.03;-1.60;0.02;
-1.58;-0.03;-1.50;0.02;-1.60;-0.02;
-1.55;-0.04;-1.50;0.00;-1.56;-0.04;
-1.51;-0.04;-1.50;-0.02;-1.52;-0.04;
-1.49;-0.01;-1.50;-0.01;-1.51;-0.01;
-1.51;0.01;-1.50;0.01;-1.52;0.02;
-1.53;0.01;-1.50;0.02;-1.54;0.01;
-1.54;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.51;-0.00;
-1.50;0.01;-1.50;0.01;-1.51;0.01;
-1.51;0.00;-1.50;0.01;-1.51;0.02;
-1.51;-0.01;-1.50;0.00;-1.53;0.03;
-1.53;0.00;-1.50;0.02;-1.55;0.03;
-1.55;-0.00;-1.50;0.02;-1.56;0.01;
-1.55;-0.02;-1.50;0.01;-1.56;-0.01;
-1.53;-0.03;-1.50;0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.02;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.02;
-1.49;0.01;-1.50;0.00;-1.50;0.01;
-1.51;0.01;-1.50;0.01;-1.52;0.01;
-1.52;0.00;-1.50;0.02;-1.55;0.02;
-1.55;-0.00;-1.50;0.02;-1.57;0.01;
-1.56;-0.02;-1.50;0.02;-1.58;-0.01;
-1.55;-0.03;-1.50;0.01;-1.57;-0.02;
-1.54;-0.03;-1.50;-0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.00;-1.55;-0.00;
-1.53;-0.00;-1.50;0.02;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.54;-0.00;
-1.52;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.49;-0.02;-1.50;-0.02;-1.50;0.02;
-1.50;0.01;-1.50;0.01;-1.52;0.04;
-1.53;0.01;-1.50;0.03;-1.55;0.04;
-1.56;-0.01;-1.50;0.03;-1.59;0.03;
-1.58;-0.02;-1.50;0.03;-1.60;0.01;
-1.57;-0.04;-1.50;0.01;-1.59;-0.03;
-1.54;-0.04;-1.50;-0.01;-1.55;-0.05;
-1.51;-0.03;-1.50;-0.02;-1.49;-0.05;
-1.47;-0.02;-1.50;-0.03;-1.46;-0.02;
-1.46;0.02;-1.50;-0.01;-1.47;0.02;
-1.50;0.03;-1.50;0.02;-1.52;0.04;
-1.55;0.01;-1.50;0.03;-1.56;0.02;
-1.56;-0.02;-1.50;0.02;-1.58;-0.01;
-1.55;-0.03;-1.50;0.00;-1.55;-0.02;
-1.51;-0.03;-1.50;-0.02;-1.53;-0.02;
-1.51;-0.00;-1.50;0.00;-1.53;0.01;
-1.53;0.00;-1.50;0.02;-1.54;0.03;
-1.54;-0.01;-1.50;0.02;-1.55;0.02;
-1.54;-0.02;-1.50;0.01;-1.55;-0.00;
-1.53;-0.02;-1.50;0.01;-1.53;0.00;
-1.51;-0.02;-1.50;-0.01;-1.53;0.01;
-1.52;0.00;-1.50;0.01;-1.54;0.01;
-1.54;-0.00;-1.50;0.02;-1.53;-0.01;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.03;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.50;0.01;0.50;1.08;-1.52;0.02;
-0.77;-1.27;0.50;-0.14;-0.89;-1.13;
0.48;-1.03;0.50;-0.66;0.34;-0.99;
1.06;-0.17;0.50;-0.41;1.07;-0.26;
0.99;0.31;0.50;-0.06;1.11;0.20;
0.74;0.31;0.50;0.07;0.82;0.28;
0.54;0.17;0.50;0.09;0.54;0.21;
0.41;0.06;0.50;0.09;0.37;0.11;
0.35;-0.02;0.50;0.07;0.30;0.03;
0.36;-0.08;0.50;0.03;0.33;-0.06;
0.42;-0.09;0.50;-0.02;0.40;-0.08;
0.49;-0.06;0.50;-0.03;0.47;-0.06;
0.51;-0.01;0.50;-0.01;0.51;-0.01;
0.51;0.01;0.50;0.00;0.49;0.02;
0.48;0.01;0.50;0.02;0.45;0.03;
0.44;0.00;0.50;0.03;0.42;0.02;
0.44;-0.03;0.50;0.02;0.42;-0.01;
0.46;-0.04;0.50;-0.01;0.45;-0.02;
0.49;-0.02;0.50;-0.01;0.49;-0.02;
0.51;-0.02;0.50;-0.02;0.51;-0.02;
0.52;0.00;0.50;-0.01;0.52;0.00;
0.51;0.01;0.50;0.01;0.51;0.00;
0.49;0.01;0.50;0.01;0.49;0.01;
0.48;0.00;0.50;0.01;0.46;0.02;
0.45;0.00;0.50;0.03;0.43;0.01;
0.44;-0.02;0.50;0.02;0.43;0.00;
0.46;-0.03;0.50;0.00;0.44;-0.01;
0.48;-0.03;0.50;-0.01;0.46;0.00;
0.48;-0.01;0.50;0.01;0.47;0.00;
0.48;-0.01;0.50;0.01;0.47;0.00;
0.49;-0.01;0.50;-0.00;0.47;0.00;
0.48;-0.00;0.50;0.01;0.45;0.00;
0.45;-0.00;0.50;0.02;0.45;-0.01;
0.46;-0.03;0.50;0.00;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.48;0.00;
0.48;0.00;0.50;0.01;0.48;0.02;
0.48;-0.01;0.50;0.01;0.48;-0.00;
0.49;-0.02;0.50;-0.01;0.49;-0.00;
0.50;-0.00;0.50;-0.00;0.50;-0.00;
0.50;0.01;0.50;0.01;0.49;-0.00;
0.49;0.00;0.50;0.01;0.48;0.00;
0.48;-0.00;0.50;0.01;0.46;0.02;
0.46;0.00;0.50;0.02;0.43;0.02;
0.43;-0.00;0.50;0.03;0.41;0.02;
0.43;-0.03;0.50;0.02;0.42;-0.02;
0.47;-0.04;0.50;-0.01;0.46;-0.03;
0.50;-0.03;0.50;-0.02;0.49;-0.00;
0.51;-0.00;0.50;-0.01;0.49;0.02;
0.48;0.02;0.50;0.02;0.47;0.02;
0.46;-0.00;0.50;0.02;0.45;-0.00;
0.47;-0.02;0.50;0.00;0.45;-0.02;
0.48;-0.02;0.50;0.00;0.46;-0.01;
0.47;-0.01;0.50;0.01;0.46;0.00;
0.47;-0.01;0.50;0.01;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.47;0.00;
0.48;-0.01;0.50;0.00;0.47;0.01;
0.48;-0.01;0.50;0.01;0.46;0.02;
0.47;-0.00;0.50;0.02;0.45;0.02;
0.45;-0.01;0.50;0.02;0.44;-0.00;
0.46;-0.02;0.50;0.00;0.45;-0.02;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.48;-0.01;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;0.00;0.47;-0.00;
0.47;-0.00;0.50;0.01;0.46;0.01;
0.47;-0.01;0.50;0.01;0.46;0.00;
0.47;-0.01;0.50;0.00;0.46;0.01;
0.47;-0.01;0.50;0.01;0.45;0.02;
0.46;-0.01;0.50;0.01;0.44;0.02;
0.45;-0.01;0.50;0.02;0.43;0.00;
0.45;-0.02;0.50;0.01;0.44;-0.02;
0.47;-0.03;0.50;-0.00;0.47;-0.04;
0.50;-0.02;0.50;-0.01;0.50;-0.04;
0.51;-0.01;0.50;-0.01;0.51;-0.00;
0.51;0.01;0.50;0.00;0.49;0.03;
0.48;0.02;0.50;0.03;0.45;0.04;
0.44;0.00;0.50;0.03;0.42;0.03;
0.43;-0.02;0.50;0.02;0.41;-0.00;
0.44;-0.04;0.50;0.01;0.43;-0.02;
0.48;-0.04;0.50;-0.01;0.47;-0.02;
0.50;-0.02;0.50;-0.01;0.48;0.00;
0.48;0.01;0.50;0.02;0.45;0.02;
0.44;0.01;0.50;0.04;0.42;0.01;
0.43;-0.02;0.50;0.02;0.42;-0.02;
0.46;-0.04;0.50;-0.01;0.46;-0.03;
0.50;-0.03;0.50;-0.02;0.49;-0.02;
0.51;-0.00;0.50;-0.01;0.51;0.01;
Connected.
Connected.

Disconnected.
